Stu dent,Term,Year,Level,Status,YearTerm,IsFemale,Ethnicity,Age,GPA-HS,GPA-TF,Major,Minor/Major2,Cred-Tot,Cred-Cum,GPA-PRE,GPA-Term,GPA-POST
296091,Fall,2015,Senior,C. UG,Fall,0,Asian,20,3.81,,CSEE,,14,83,2.819,0,2.819
292253,Fall,2012,Sophomore,Fresh,Fall,1,N/A,18,4.5,,MATH,CSEE,16,7,4,2.75,3.211
292253,Spring,2012,Sophomore,C. UG,Fall,1,N/A,18,4.5,,MATH,CSEE,13,19,3.211,3.692,3.406
292253,Fall,2013,Junior,C. UG,Fall,1,N/A,19,4.5,,MATH,CSEE,15,40,3.425,2.667,3.218
292253,Spring,2013,Junior,C. UG,Fall,1,White,19,4.5,,MATH,CSEE,14.5,51,3.218,3.69,3.31
292254,Fall,2012,Freshman,Fresh,Fall,1,White,18,4.5,,CSEE,,16,0,0,4,4
292254,Spring,2012,Sophomore,C. UG,Fall,1,White,19,4.5,,CSEE,MATH,16,16,4,4,4
292254,Fall,2013,Sophomore,C. UG,Fall,1,White,19,4.5,,CSEE,MATH,16,32,4,4,4
292254,Spring,2013,Junior,C. UG,Fall,1,White,20,4.5,,CSEE,MATH,16,48,4,3.563,3.887
292254,Fall,2014,Junior,C. UG,Fall,1,White,20,4.5,,CSEE,MATH,15,64,3.887,3.6,3.831
292254,Spring,2014,Senior,C. UG,Fall,1,White,21,4.5,,CSEE,MATH,17.5,79,3.831,3.313,3.742
292254,Fall,2015,Senior,C. UG,Fall,1,White,21,4.5,,CSEE,,13.5,96.5,3.742,0,3.742
291373,Fall,2012,Freshman,Fresh,Fall,0,White,18,3.53,,CHEM,,14,0,0,2.857,2.857
291373,Spring,2012,Freshman,C. UG,Fall,0,White,18,3.53,,CHEM,,16,14,2.857,1.667,2.308
291373,Fall,2013,Sophomore,C. UG,Fall,0,White,19,3.53,,CHEM,,16,30,2.308,0,2.308
291373,Spring,2013,Sophomore,C. UG,Fall,0,White,19,3.53,,CHEM,,17,34,2.308,2.882,2.535
291373,Fall,2014,Sophomore,C. UG,Fall,0,White,20,3.53,,CHEM,,14.5,49,2.592,0.667,2.293
291373,Spring,2014,Junior,C. UG,Fall,0,White,20,3.53,,CHEM,,12,56.5,2.293,0,2.293
291373,Fall,2015,Junior,C. UG,Fall,0,White,21,3.53,,CHEM,,15,56.5,2.293,0,2.293
294711,Fall,2012,Freshman,Fresh,Fall,0,White,17,4.35,,CSEE,,16.5,0,0,3.533,3.533
294711,Spring,2012,Sophomore,C. UG,Fall,0,White,18,4.35,,CSEE,,19,16.5,3.533,2.733,3.133
294711,Fall,2013,Sophomore,C. UG,Fall,0,White,18,4.35,,CSEE,,15,35.5,3.133,2.8,3.022
294711,Spring,2013,Junior,C. UG,Fall,0,White,19,4.35,,CSEE,,16,46.5,3.022,3.188,3.066
294711,Fall,2014,Junior,C. UG,Fall,0,White,19,4.35,,CSEE,,15,62.5,3.066,3.4,3.132
294711,Spring,2014,Senior,C. UG,Fall,0,White,20,4.35,,CSEE,,15,77.5,3.132,3,3.114
294711,Fall,2015,Senior,C. UG,Fall,0,White,20,4.35,,CSEE,,17.5,89.5,3.114,0,3.114
298485,Fall,2012,Freshman,Fresh,Fall,0,Blk/AA,17,3.51,,MECH,,17,0,0,3.5,3.5
298485,Spring,2012,Freshman,C. UG,Fall,0,Blk/AA,18,3.51,,MECH,,17,17,3.5,2.857,3.179
298485,Fall,2013,Sophomore,C. UG,Fall,0,Blk/AA,18,3.51,,MECH,,18,34,3.179,3.611,3.348
298485,Spring,2013,Sophomore,C. UG,Fall,0,Blk/AA,19,3.51,,MECH,,15,49,3.348,3.6,3.41
298485,Fall,2014,Junior,C. UG,Fall,0,Blk/AA,19,3.51,,MECH,,15,64,3.391,3.4,3.392
298485,Spring,2014,Junior,C. UG,Fall,0,Blk/AA,20,3.51,,MECH,,17,79,3.392,3.412,3.396
298485,Fall,2015,Senior,C. UG,Fall,0,Blk/AA,20,3.51,,MECH,,19,96,3.396,0,3.396
332016,Fall,2014,Sophomore,Transfer,Fall,0,White,20,,2.51,COEIT,STEM Plan,,15,0,0,2.667
332016,Spring,2014,Junior,C. UG,Fall,0,White,20,,2.51,COEIT,STEM Plan,,15.5,18,2.722,2.714
332016,Fall,2015,Junior,C. UG,Fall,0,White,21,,2.51,COEIT,STEM Plan,,13,39.5,2.816,
290702,Fall,2012,Freshman,Fresh,Fall,0,White,18,3.55,,COEIT,STEM Plan,,15,0,0,2.467
290702,Spring,2012,Freshman,C. UG,Fall,0,White,19,3.55,,COEIT,STEM Plan,,15,15,2.467,1.467
290702,Fall,2013,Sophomore,C. UG,Fall,0,White,19,3.55,,MECH,,18,30,2.389,2.778,2.583
290702,Spring,2013,Sophomore,C. UG,Fall,0,White,20,3.55,,MECH,,18,36,2.583,3,2.674
290702,Fall,2014,Sophomore,C. UG,Fall,0,White,20,3.55,,CMBE,,16,54,2.674,2.667,2.673
290702,Spring,2014,Junior,C. UG,Fall,0,White,21,3.55,,CMBE,,16,70,2.695,2.75,2.707
290702,Fall,2015,Junior,C. UG,Fall,0,White,21,3.55,,CMBE,,16,78,2.679,0,2.679
289339,Fall,2012,Freshman,Fresh,Fall,0,Multi,17,3.24,,MECH,,15,7,3.571,3,3.182
289339,Spring,2012,Freshman,C. UG,Fall,0,Multi,18,3.24,,MECH,,17,18,3.182,2.692,3
289339,Fall,2013,Sophomore,C. UG,Fall,0,Multi,18,3.24,,MECH,,18,35,3.103,3,3.07
289339,Spring,2013,Sophomore,C. UG,Fall,0,Multi,19,3.24,,MECH,,15,57,3.07,3,3.06
289339,Fall,2014,Junior,C. UG,Fall,0,Multi,19,3.24,,MECH,,13.5,72,3.06,2.75,3.012
289339,Spring,2014,Junior,C. UG,Fall,0,Multi,20,3.24,,MECH,,16,85.5,3.012,2.813,2.98
289339,Fall,2015,Senior,C. UG,Fall,0,Multi,20,3.24,,MECH,,13.5,101.5,2.98,0,2.98
289920,Fall,2012,Freshman,Fresh,Fall,1,Multi,18,3.4,,MATH,,14,0,0,2,2
289920,Spring,2012,Freshman,C. UG,Fall,1,Multi,18,3.4,,MATH,,12,14,2,3.25,2.577
296896,Fall,2013,Sophomore,C. UG,Fall,1,White,19,2.78,,BIOS,,14,31,2.607,1.857,2.357
293294,Fall,2012,Freshman,Fresh,Fall,0,White,18,3.33,,CHEM,,15,0,0,3.733,3.733
293294,Spring,2012,Freshman,C. UG,Fall,0,White,18,3.33,,CHEM,,13,15,3.733,3.846,3.786
293294,Fall,2013,Sophomore,C. UG,Fall,0,White,19,3.33,,CHEM,,13,28,3.786,3,3.537
293294,Spring,2013,Sophomore,C. UG,Fall,0,White,19,3.33,,CHEM,,15,41,3.537,3.533,3.536
293294,Fall,2014,Junior,C. UG,Fall,0,White,20,3.33,,CHEM,,15.5,56,3.536,3.786,3.586
293294,Spring,2014,Junior,C. UG,Fall,0,White,20,3.33,,CHEM,,14,71.5,3.586,3.429,3.56
293294,Fall,2015,Senior,C. UG,Fall,0,White,21,3.33,,CHEM,,16,85.5,3.56,0,3.56
297954,Fall,2012,Freshman,Fresh,Fall,0,Asian,18,3.74,,CSEE,,14,0,0,2.786,2.786
297954,Spring,2012,Freshman,C. UG,Fall,0,Asian,19,3.74,,CSEE,,15,14,2.786,3,2.897
297954,Fall,2013,Freshman,C. UG,Fall,0,Asian,19,3.74,,CSEE,,14,29,2.897,3.714,3.163
297954,Spring,2013,Sophomore,C. UG,Fall,0,Asian,20,3.74,,CSEE,,13,43,3.163,3,3.125
297954,Fall,2014,Sophomore,C. UG,Fall,0,Asian,20,3.74,,CSEE,,13,56,3.125,2,3.05
298790,Fall,2012,Freshman,Fresh,Fall,0,Int'l,18,2.94,,BIOS,,15,0,0,1.467,1.467
298790,Spring,2012,Freshman,C. UG,Fall,0,Int'l,18,2.94,,BIOS,,15,15,1.467,0,0.846
292264,Fall,2012,Freshman,Fresh,Fall,1,White,17,4.38,,MECH,,17,0,0,3.353,3.353
292264,Spring,2012,Sophomore,C. UG,Fall,1,White,18,4.38,,MECH,,17,17,3.353,2.538,3
292264,Fall,2013,Sophomore,C. UG,Fall,1,White,18,4.38,,MECH,,18,34,3,3,3
292264,Spring,2013,Junior,C. UG,Fall,1,White,19,4.38,,MECH,,15,48,3,3.4,3.095
292264,Fall,2014,Junior,C. UG,Fall,1,White,19,4.38,,MECH,,12,63,3.095,3.5,3.16
292264,Spring,2014,Senior,C. UG,Fall,1,White,20,4.38,,MECH,,13,79,3.203,3.769,3.283
292264,Fall,2015,Senior,C. UG,Fall,1,White,20,4.38,,MECH,,15,96,3.313,0,3.313
290292,Fall,2012,Freshman,Fresh,Fall,0,Asian,17,4,,MATH,,15,0,0,3.733,3.733
290292,Spring,2012,Sophomore,C. UG,Fall,0,Asian,18,4,,MATH,CSEE,14,15,3.733,3.714,3.724
290292,Fall,2013,Sophomore,C. UG,Fall,0,Asian,18,4,,MATH,CSEE,16,29,3.724,3.813,3.756
290292,Spring,2013,Junior,C. UG,Fall,0,Asian,19,4,,MATH,CSEE,16,45,3.756,3.813,3.77
290292,Fall,2014,Junior,C. UG,Fall,0,Asian,19,4,,MATH,CSEE,17.5,61,3.77,3.438,3.701
290292,Spring,2014,Senior,C. UG,Fall,0,Asian,20,4,,MATH,CSEE,15,78.5,3.701,3.8,3.717
290292,Fall,2015,Senior,C. UG,Fall,0,Asian,20,4,,MATH,CSEE,16.5,93.5,3.717,0,3.717
290706,Fall,2012,Freshman,Fresh,Fall,1,Asian,18,3.19,,CSEE,,18,4,3,0,3
290706,Spring,2012,Freshman,C. UG,Fall,1,Asian,18,3.19,,CSEE,,16,14,3,2.667,2.75
290706,Fall,2013,Sophomore,C. UG,Fall,1,Asian,19,3.19,,CSEE,,19,36,2.947,2.636,2.833
290706,Spring,2013,Sophomore,C. UG,Fall,1,Asian,19,3.19,,CSEE,,19,47,2.833,1.895,2.469
290706,Fall,2014,Sophomore,C. UG,Fall,1,Asian,20,3.19,,CSEE,,19,54,2.5,1.6,2.299
291733,Fall,2012,Freshman,Fresh,Fall,0,White,18,3.61,,IS,,12,3,0,3,3
291733,Spring,2012,Freshman,C. UG,Fall,0,White,18,3.61,,IS,,12,15,3,2.583,2.75
291733,Fall,2013,Freshman,C. UG,Fall,0,White,19,3.61,,IS,,12,23,2.75,3.25,2.938
291733,Spring,2013,Sophomore,C. UG,Fall,0,White,19,3.61,,IS,,12,35,2.938,2.75,2.886
291733,Fall,2014,Sophomore,C. UG,Fall,0,White,20,3.61,,IS,,13,44,2.886,1.9,2.704
291733,Spring,2014,Junior,C. UG,Fall,0,White,20,3.61,,IS,,13,57,2.704,2.923,2.746
291733,Fall,2015,Junior,C. UG,Fall,0,White,21,3.61,,IS,,12,67,2.746,0,2.746
289737,Fall,2012,Sophomore,Fresh,Fall,0,White,17,4.5,,CSEE,,14,0,0,4,4
289737,Spring,2012,Junior,C. UG,Fall,0,White,18,4.5,,CSEE,,14,14,4,4,4
289737,Fall,2013,Junior,C. UG,Fall,0,White,18,4.5,,CSEE,,19,28,4,3.474,3.787
289737,Spring,2013,Senior,C. UG,Fall,0,White,19,4.5,,CSEE,,12,47,3.787,4,3.831
289737,Fall,2014,Senior,C. UG,Fall,0,White,19,4.5,,CSEE,,18,59,3.831,3.2,3.703
289737,Spring,2014,Senior,C. UG,Fall,0,White,20,4.5,,CSEE,,19,74,3.703,3,3.578
289737,Fall,2015,Senior,C. UG,Fall,0,White,20,4.5,,CSEE,MATH,18,93,3.591,0,3.591
290707,Fall,2012,Freshman,Fresh,Fall,0,White,18,3.63,,MECH,,15,0,0,3.2,3.2
290707,Spring,2012,Freshman,C. UG,Fall,0,White,18,3.63,,MECH,,17,15,3.2,3.412,3.313
290707,Fall,2013,Sophomore,C. UG,Fall,0,White,19,3.63,,MECH,,18,32,3.313,3.833,3.5
290707,Spring,2013,Sophomore,C. UG,Fall,0,White,19,3.63,,MECH,,15,50,3.5,3,3.385
290707,Fall,2014,Junior,C. UG,Fall,0,White,20,3.63,,MECH,,15,65,3.385,3.4,3.388
290707,Spring,2014,Junior,C. UG,Fall,0,White,20,3.63,,MECH,,16,80,3.388,3.25,3.365
290707,Fall,2015,Senior,C. UG,Fall,0,White,21,3.63,,MECH,,16.5,96,3.365,0,3.365
313539,Fall,2013,Freshman,Fresh,Fall,1,White,19,3.82,,CMBE,,18.5,0,0,4,4
313539,Spring,2013,Sophomore,C. UG,Fall,1,White,19,3.82,,CMBE,,19.5,18.5,4,4,4
313539,Fall,2014,Sophomore,C. UG,Fall,1,White,20,3.82,,CMBE,,18,41,4,3.778,3.926
313539,Spring,2014,Junior,C. UG,Fall,1,White,20,3.82,,CMBE,,16,59,3.926,4,3.943
313539,Fall,2015,Senior,C. UG,Fall,1,White,21,3.82,,CMBE,,19,75,3.943,0,3.943
292273,Fall,2012,Freshman,Fresh,Fall,0,White,18,3.93,,MECH,,16,0,0,2.286,2.286
292273,Spring,2012,Sophomore,C. UG,Fall,0,White,18,3.93,,MECH,,15,12,2.286,2.429,2.357
292274,Fall,2012,Sophomore,Fresh,Fall,0,N/A,18,4.5,,BIOS,,13.5,0,0,3.333,3.333
292274,Spring,2012,Sophomore,C. UG,Fall,0,N/A,18,4.5,,BIOS,,12.5,13.5,3.333,3.636,3.478
292274,Fall,2013,Junior,C. UG,Fall,0,N/A,19,4.5,,BIOS,,15,26,3.478,3.467,3.474
292274,Spring,2013,Junior,C. UG,Fall,0,N/A,19,4.5,,BIOS,,16,41,3.474,3.813,3.574
292274,Fall,2014,Senior,C. UG,Fall,0,N/A,20,4.5,,GES,,18,57,3.574,4,3.667
292274,Spring,2014,Senior,C. UG,Fall,0,N/A,20,4.5,,GES,,12,75,3.667,0,3.617
292274,Fall,2015,Senior,C. UG,Fall,0,N/A,21,4.5,,GES,,14,75,3.617,0,3.617
292275,Fall,2012,Freshman,Fresh,Fall,0,White,18,3.79,,CSEE,,13,0,0,3.769,3.769
292275,Spring,2012,Sophomore,C. UG,Fall,0,White,19,3.79,,CSEE,,13.5,13,3.769,4,3.88
292275,Fall,2013,Sophomore,C. UG,Fall,0,White,19,3.79,,CSEE,,13,26.5,3.88,3.538,3.763
292275,Spring,2013,Sophomore,C. UG,Fall,0,White,20,3.79,,CSEE,,12,39.5,3.763,3.5,3.7
292275,Fall,2014,Junior,C. UG,Fall,0,White,20,3.79,,CSEE,,13,51.5,3.7,3.769,3.714
292275,Spring,2014,Junior,C. UG,Fall,0,White,21,3.79,,CSEE,,13,64.5,3.714,4,3.763
292275,Fall,2015,Senior,C. UG,Fall,0,White,21,3.79,,CSEE,,14,77.5,3.763,0,3.763
297276,Spring,2012,Sophomore,Transfer,Spring,0,White,18,3.25,,Physics,,15,0,0,1.571,1.571
297276,Fall,2013,Sophomore,C. UG,Spring,0,White,18,3.25,,Physics,,14.5,11,1.571,0.231,0.7
297276,Spring,2013,Junior,C. UG,Spring,0,White,19,3.25,,Physics,,13,15.5,0.7,1.143,0.815
292278,Fall,2013,Sophomore,C. UG,Fall,0,Asian,19,3.57,,BIOS,,13,32,3.438,3,3.341
292278,Spring,2013,Sophomore,C. UG,Fall,0,Asian,19,3.57,,BIOS,,15,41,3.341,0,3.044
292278,Fall,2014,Sophomore,C. UG,Fall,0,Asian,20,3.57,,BIOS,,10,41,3.044,1,2.917
292278,Spring,2014,Sophomore,C. UG,Fall,0,Asian,20,3.57,,BIOS,,14.5,44,2.917,0,2.917
292278,Fall,2015,Sophomore,C. UG,Fall,0,Asian,21,3.57,,IS,,12,44,2.917,0,2.917
292292,Fall,2012,Sophomore,Fresh,Fall,1,Asian,18,4.5,,BIOS,CHEM,16,0,0,4,4
292292,Spring,2012,Sophomore,C. UG,Fall,1,Asian,19,4.5,,BIOS,,16,16,4,4,4
292292,Fall,2013,Junior,C. UG,Fall,1,Asian,19,4.5,,BIOS,,12,32,4,4,4
292292,Spring,2013,Junior,C. UG,Fall,1,Asian,20,4.5,,BIOS,,18,44,4,3.8,3.947
292292,Fall,2014,Senior,C. UG,Fall,1,Asian,20,4.5,,BIOS,,17,62,3.947,4,3.958
292292,Spring,2014,Senior,C. UG,Fall,1,Asian,21,4.5,,BIOS,,18.5,79,3.958,3.867,3.943
292292,Fall,2015,Senior,C. UG,Fall,1,Asian,21,4.5,,BIOS,,17.5,97.5,3.943,0,3.943
295544,Fall,2012,Sophomore,Fresh,Fall,1,Asian,17,4.5,,BIOS,,17,7,4,3.8,3.864
295544,Spring,2012,Sophomore,C. UG,Fall,1,Asian,18,4.5,,BIOS,,18,24,3.864,4,3.925
295544,Fall,2013,Junior,C. UG,Fall,1,Asian,18,4.5,,BIOS,,17,42,3.925,3.875,3.911
295544,Spring,2013,Junior,C. UG,Fall,1,Asian,19,4.5,,CHEM,,17,59,3.911,3.875,3.903
295544,Fall,2014,Senior,C. UG,Fall,1,Asian,19,4.5,,CHEM,,14,76,3.903,4,3.919
295544,Spring,2014,Senior,C. UG,Fall,1,Asian,20,4.5,,CHEM,,17.5,90,3.919,3.909,3.918
295544,Fall,2015,Senior,C. UG,Fall,1,Asian,20,4.5,,CHEM,,16,106.5,3.918,0,3.918
290713,Fall,2012,Sophomore,Fresh,Fall,0,White,18,3.91,,COEIT,STEM Plan,STEM Plan,19,0,0,3.765
290713,Spring,2012,Junior,C. UG,Fall,0,White,18,3.91,,MECH,,16,19,3.765,3.875,3.818
290713,Fall,2013,Senior,C. UG,Fall,0,White,19,3.91,,MECH,,17,44,3.786,3.588,3.729
290713,Spring,2013,Senior,C. UG,Fall,0,White,19,3.91,,MECH,,18,61,3.729,3.667,3.714
290713,Fall,2014,Senior,C. UG,Fall,0,White,20,3.91,,MECH,,16,79,3.714,3.5,3.677
290713,Spring,2014,Senior,C. UG,Fall,0,White,20,3.91,,MECH,,13.5,95,3.677,3.25,3.629
290713,Fall,2015,Senior,C. UG,Fall,0,White,21,3.91,,MECH,,12.5,108.5,3.629,0,3.629
293393,Fall,2012,Freshman,Fresh,Fall,1,White,18,4,,BIOS,,17,0,0,4,4
293393,Spring,2012,Sophomore,C. UG,Fall,1,White,18,4,,BIOS,,16,17,4,4,4
293393,Fall,2013,Sophomore,C. UG,Fall,1,White,19,4,,BIOS,,15,33,4,3.867,3.957
293393,Spring,2013,Junior,C. UG,Fall,1,N/A,19,4,,BIOS,,16,48,3.957,3.375,3.806
293393,Fall,2014,Junior,C. UG,Fall,1,N/A,20,4,,BIOS,,16,64,3.806,4,3.846
293393,Spring,2014,Senior,C. UG,Fall,1,N/A,20,4,,BIOS,,16,80,3.846,4,3.872
293393,Fall,2015,Senior,C. UG,Fall,1,N/A,21,4,,BIOS,,19.5,96,3.872,0,3.872
289341,Fall,2012,Freshman,Fresh,Fall,0,White,17,4.08,,CSEE,,18,0,0,3.143,3.143
289341,Spring,2012,Sophomore,C. UG,Fall,0,White,17,4.08,,CSEE,,16,18,3.143,3,3.067
289341,Fall,2013,Sophomore,C. UG,Fall,0,White,18,4.08,,CSEE,,17,34,3.067,2.909,3.024
289341,Spring,2013,Sophomore,C. UG,Fall,0,White,18,4.08,,CSEE,,15,45,3.024,3.8,3.232
289341,Fall,2014,Junior,C. UG,Fall,0,White,19,4.08,,CSEE,,17,60,3.232,3.588,3.315
289341,Spring,2014,Junior,C. UG,Fall,0,White,19,4.08,,CSEE,,16,73,3.315,3.625,3.371
289341,Fall,2015,Senior,C. UG,Fall,0,White,20,4.08,,CSEE,,15,89,3.371,0,3.371
290168,Fall,2012,Sophomore,Fresh,Fall,1,White,17,4.16,,CSEE,,17,7,4,4,4
290168,Spring,2012,Sophomore,C. UG,Fall,1,White,17,4.16,,CSEE,,18,24,4,4,4
290168,Fall,2013,Junior,C. UG,Fall,1,White,18,4.16,,CSEE,,17,42,4,4,4
290168,Spring,2013,Junior,C. UG,Fall,1,White,18,4.16,,CSEE,MATH,15,59,4,3.8,3.958
290168,Fall,2014,Senior,C. UG,Fall,1,White,19,4.16,,CSEE,MATH,17,74,3.958,4,3.966
290168,Spring,2014,Senior,C. UG,Fall,1,White,19,4.16,,CSEE,MATH,13,91,3.966,4,3.971
290168,Fall,2015,Senior,C. UG,Fall,1,White,20,4.16,,CSEE,,13,110,3.971,0,3.971
292298,Fall,2012,Sophomore,Fresh,Fall,0,Asian,18,4.04,,BIOS,,15,7,3,3.2,3.136
292298,Spring,2012,Sophomore,C. UG,Fall,0,Asian,18,4.04,,BIOS,,17,22,3.136,2.647,2.923
292298,Fall,2013,Junior,C. UG,Fall,0,Asian,19,4.04,,BIOS,,16,39,2.923,2.813,2.891
292298,Spring,2013,Junior,C. UG,Fall,0,Asian,19,4.04,,BIOS,,14,55,2.891,3.455,2.985
292298,Fall,2014,Senior,C. UG,Fall,1,Asian,20,4.04,,BIOS,,16,71,2.985,3.563,3.098
292298,Spring,2014,Senior,C. UG,Fall,1,Asian,20,4.04,,BIOS,,17.5,87,3.098,3.818,3.183
292298,Fall,2015,Senior,C. UG,Fall,0,Asian,21,4.04,,BIOS,,14.5,101.5,3.177,0,3.177
292299,Fall,2013,Sophomore,Transfer,Fall,0,Multi,18,3.38,3.17,MECH,,13,0,0,2.231,2.231
292299,Spring,2013,Sophomore,C. UG,Fall,0,Multi,19,3.38,3.17,CSEE,,16,13,2.231,2,2.115
292299,Fall,2014,Junior,C. UG,Fall,0,Multi,19,3.38,3.17,CSEE,,14,29,2.115,3.286,2.525
292299,Spring,2014,Junior,C. UG,Fall,0,Multi,20,3.38,3.17,CSEE,,15,43,2.525,1.733,2.309
292299,Fall,2015,Senior,C. UG,Fall,0,Multi,20,3.38,3.17,CSEE,,15,55,2.309,0,2.309
292300,Fall,2015,Sophomore,Transfer,Fall,0,Asian,21,3,2.28,CSEE,,14,0,0,0,0
297003,Fall,2012,Freshman,Fresh,Fall,0,White,17,3.32,,MECH,CMBE,14,0,0,3.571,3.571
297003,Spring,2012,Freshman,C. UG,Fall,0,White,18,3.32,,MECH,,17,14,3.571,2.692,3.148
297003,Fall,2013,Sophomore,C. UG,Fall,0,White,18,3.32,,MECH,,18,31,3.129,2.778,3
297003,Spring,2013,Sophomore,C. UG,Fall,0,White,19,3.32,,MECH,,15,49,3,3,3
297003,Fall,2014,Junior,C. UG,Fall,0,White,19,3.32,,MECH,,16,64,3,2.563,2.913
297003,Spring,2014,Junior,C. UG,Fall,0,White,20,3.32,,MECH,,15,80,2.913,2.4,2.832
297003,Fall,2015,Senior,C. UG,Fall,0,White,20,3.32,,MECH,,13.5,95,2.832,0,2.832
292301,Spring,2012,Sophomore,C. UG,Fall,1,Asian,18,3.87,,CHEM,,19,19,3.478,3.579,3.524
292301,Fall,2013,Sophomore,C. UG,Fall,1,Asian,18,3.87,,CHEM,,18,38,3.524,3.5,3.517
292302,Fall,2012,Freshman,Fresh,Fall,0,N/A,19,3.91,,CHEM,,15,0,0,4,4
292302,Spring,2012,Sophomore,C. UG,Fall,0,N/A,19,3.91,,CHEM,,13,15,4,3.538,3.786
292302,Fall,2013,Sophomore,C. UG,Fall,0,N/A,20,3.91,,CHEM,,14,28,3.786,3.571,3.714
292302,Spring,2013,Junior,C. UG,Fall,0,N/A,20,3.91,,CHEM,,13,42,3.714,3.385,3.636
292302,Fall,2014,Junior,C. UG,Fall,0,N/A,21,3.91,,CHEM,,14.5,59,3.66,3.692,3.667
292302,Spring,2014,Senior,C. UG,Fall,0,N/A,21,3.91,,CHEM,,16,73.5,3.667,3.25,3.591
292302,Fall,2015,Senior,C. UG,Fall,0,N/A,22,3.91,,CHEM,,13.5,89.5,3.591,0,3.591
289342,Fall,2012,Freshman,Fresh,Fall,0,White,18,3.83,,COEIT,STEM Plan,,14,0,0,2.929
289342,Spring,2012,Sophomore,C. UG,Fall,0,White,18,3.83,,COEIT,STEM Plan,,13,14,2.929,3.231
289342,Fall,2013,Sophomore,C. UG,Fall,0,White,19,3.83,,MECH,,15,27,3.074,2.917,3.026
289342,Spring,2013,Junior,C. UG,Fall,0,White,19,3.83,,MECH,,16,42,3.026,3.563,3.182
289342,Fall,2014,Junior,C. UG,Fall,0,White,20,3.83,,MECH,,16,58,3.172,3,3.135
289342,Spring,2014,Senior,C. UG,Fall,0,White,20,3.83,,MECH,,15,74,3.135,2.4,3.011
289342,Fall,2015,Senior,C. UG,Fall,0,White,21,3.83,,MECH,,12.5,89,3.011,0,3.011
290716,Fall,2012,Freshman,Fresh,Fall,1,White,18,4.39,,MECH,,16,0,0,3.214,3.214
290716,Fall,2013,Sophomore,C. UG,Fall,1,White,19,4.39,,BIOS,,16.5,37,3.571,3.2,3.46
290716,Spring,2013,Junior,C. UG,Fall,1,White,19,4.39,,BIOS,,19,53.5,3.46,3.579,3.493
290716,Fall,2014,Junior,C. UG,Fall,1,White,20,4.39,,BIOS,,18,72.5,3.493,3.4,3.476
290716,Spring,2014,Senior,C. UG,Fall,1,White,20,4.39,,BIOS,,17,92,3.494,3.385,3.48
290716,Fall,2015,Senior,C. UG,Fall,1,White,21,4.39,,BIOS,,16,105,3.48,0,3.48
291383,Fall,2012,Sophomore,Fresh,Fall,0,White,18,4,,CSEE,,17,0,0,4,4
291383,Spring,2012,Sophomore,C. UG,Fall,0,White,19,4,,CSEE,,15,17,4,3.4,3.7
291383,Fall,2013,Junior,C. UG,Fall,0,White,19,4,,CSEE,,17,32,3.7,4,3.809
291383,Spring,2013,Junior,C. UG,Fall,0,White,20,4,,CSEE,,17,49,3.809,3.692,3.783
291383,Fall,2014,Senior,C. UG,Fall,0,White,20,4,,CSEE,,18.5,62,3.783,2.769,3.603
291383,Spring,2014,Senior,C. UG,Fall,0,White,21,4,,CSEE,,12,70.5,3.603,3.75,3.624
291383,Fall,2015,Senior,C. UG,Fall,0,White,21,4,,CSEE,,12,88.5,3.624,0,3.624
294834,Fall,2013,Freshman,Transfer,Fall,0,Multi,19,3.07,2.73,CSEE,,14,0,0,3.714,3.714
294834,Spring,2013,Sophomore,C. UG,Fall,0,Multi,19,3.07,2.73,CSEE,,13,14,3.714,4,3.852
294834,Fall,2014,Junior,C. UG,Fall,0,Multi,20,3.07,2.73,CSEE,,14,27,3.852,4,3.902
294834,Spring,2014,Junior,C. UG,Fall,0,Multi,20,3.07,2.73,CSEE,,14,41,3.902,3.714,3.855
294834,Fall,2015,Senior,C. UG,Fall,0,Multi,21,3.07,2.73,CSEE,,13,55,3.855,0,3.855
291385,Fall,2012,Freshman,Fresh,Fall,0,White,18,3.97,,CMBE,,13,0,0,3.462,3.462
291385,Fall,2013,Freshman,C. UG,Fall,0,White,19,3.97,,MECH,,13,13,3.462,4,3.731
291385,Fall,2014,Sophomore,C. UG,Fall,0,White,19,3.97,,CSEE,,7,26,3.731,4,3.788
291385,Spring,2014,Sophomore,C. UG,Fall,0,White,20,3.97,,CSEE,,9,33,3.788,4,3.833
291385,Fall,2015,Sophomore,C. UG,Fall,0,White,20,3.97,,CSEE,,7,42,3.833,0,3.833
292314,Fall,2012,Sophomore,Fresh,Fall,0,White,17,4,,CHEM,,17,7,4,4,4
292314,Spring,2012,Sophomore,C. UG,Fall,0,White,18,4,,CHEM,,17,24,4,4,4
292314,Fall,2013,Junior,C. UG,Fall,0,White,18,4,,CHEM,,16,41,4,4,4
292314,Spring,2013,Junior,C. UG,Fall,0,White,19,4,,CHEM,,19,57,4,4,4
292314,Fall,2014,Senior,C. UG,Fall,0,White,19,4,,CHEM,,16,76,4,4,4
292314,Spring,2014,Senior,C. UG,Fall,0,White,20,4,,CHEM,,19,92,4,4,4
292314,Fall,2015,Senior,C. UG,Fall,0,White,20,4,,CHEM,,17.5,114,4,0,4
294835,Spring,2012,Sophomore,C. UG,Fall,0,N/A,18,3.9,,BIOS,,20,18,4,4,4
