Stu dent,Term,Year,Level,Status,YearTerm,IsFemale,Ethnicity,Age,GPA-HS,GPA-TF,Major,Minor/Major2,Cred-Tot,Cred-Cum,GPA-PRE,GPA-Term,GPA-POST
314789,Fall,2014,Junior,Transfer,Fall,0,White,22,,3.19,IS,,12,0,0,3.667,3.667
313114,Fall,2015,Sophomore,C. UG,Fall,0,Blk/AA,20,2.7,2.66,IS,,13,22,1.654,0,1.654
313127,Fall,2015,Junior,Transfer,Fall,0,Asian,25,,2.23,CSEE,CHEM,16,0,0,0,0
313268,Fall,2013,Freshman,Transfer,Fall,1,White,18,3.35,3.27,BIOS,,10,0,0,2.2,2.2
313268,Spring,2013,Sophomore,C. UG,Fall,1,White,19,3.35,3.27,BIOS,,16,10,2.2,2.25,2.231
313273,Spring,2013,Freshman,C. UG,Fall,1,Int'l,18,3.3,,CSEE,,17,13,2.692,2.071,2.37
313273,Fall,2014,Sophomore,C. UG,Fall,1,Int'l,18,3.3,,CSEE,,16,30,2.433,2.615,2.488
313273,Spring,2014,Sophomore,C. UG,Fall,1,Int'l,19,3.3,,CSEE,,16,46,2.488,3.813,2.847
313283,Fall,2013,Freshman,Fresh,Fall,0,White,18,3.49,,CSEE,,15,0,0,2.667,2.667
313283,Spring,2013,Freshman,C. UG,Fall,0,White,18,3.49,,CSEE,,15,15,2.667,1.5,2.148
313283,Fall,2014,Sophomore,C. UG,Fall,0,White,19,3.49,,CSEE,,15,27,2.148,2.2,2.156
313283,Spring,2014,Sophomore,C. UG,Fall,0,White,19,3.49,,CSEE,,16,32,2.156,2.563,2.292
313283,Fall,2015,Sophomore,C. UG,Fall,0,White,20,3.49,,CSEE,,15,48,2.292,0,2.292
313285,Fall,2013,Sophomore,Transfer,Fall,0,White,37,,2.86,BIOS,,7,0,0,3.429,3.429
313287,Fall,2013,Sophomore,Transfer,Fall,0,White,21,,3.71,GES,,13,0,0,4,4
313287,Spring,2013,Sophomore,C. UG,Fall,0,White,22,,3.71,GES,,15,13,4,3,3.542
313287,Fall,2014,Junior,C. UG,Fall,0,White,22,,3.71,GES,,14,36.5,3.656,2.7,3.429
313287,Spring,2014,Senior,C. UG,Fall,0,White,23,,3.71,GES,,13,46.5,3.429,3.231,3.382
313287,Fall,2015,Senior,C. UG,Fall,0,White,23,,3.71,GES,,17,59.5,3.382,0,3.382
313305,Fall,2013,Freshman,Transfer,Fall,1,Blk/AA,19,3.52,3.06,GES,,15,0,0,2,2
313305,Spring,2013,Sophomore,C. UG,Fall,1,Blk/AA,19,3.52,3.06,GES,,13,14,2,0.5,1.429
313305,Fall,2014,Sophomore,C. UG,Fall,1,Blk/AA,20,3.52,3.06,GES,,15,20,1.429,2,1.556
313309,Fall,2013,Freshman,Fresh,Fall,0,Asian,19,2.63,,CHEM,COEIT,STEM Plan,14,0,0,2.929
313318,Fall,2015,Junior,Transfer,Fall,1,Blk/AA,19,3.02,2.68,BIOS,,12,0,0,0,0
313323,Fall,2013,Freshman,Fresh,Fall,0,Multi,17,3.03,,CSEE,,3,0,0,0,0
313323,Fall,2014,Freshman,C. UG,Fall,0,Multi,18,3.03,,CSEE,,10,3,0,3,3
313323,Spring,2014,Freshman,C. UG,Fall,0,Multi,19,3.03,,CSEE,,13,7,3,2.308,2.471
313323,Fall,2015,Freshman,C. UG,Fall,0,Multi,19,3.03,,CSEE,,13,20,2.471,0,2.471
313327,Spring,2014,Sophomore,Transfer,Spring,0,Multi,19,2.75,3.7,BIOS,,14,0,0,2.3,2.3
313327,Fall,2015,Sophomore,C. UG,Spring,0,Multi,19,2.75,3.7,BIOS,,15,10,2.3,0,2.3
313338,Fall,2013,Freshman,Fresh,Fall,0,Asian,17,3.25,,IS,,13,0,0,3.462,3.462
313338,Spring,2013,Freshman,C. UG,Fall,0,Asian,18,3.25,,IS,,13,13,3.462,2.462,2.962
313338,Fall,2014,Sophomore,C. UG,Fall,0,Asian,18,3.25,,IS,,15,35,3.057,3.4,3.16
313338,Spring,2014,Sophomore,C. UG,Fall,0,Asian,19,3.25,,IS,,16,50,3.16,3.438,3.227
313338,Fall,2015,Junior,C. UG,Fall,0,Asian,19,3.25,,IS,,22,77.5,3.292,0,3.292
313452,Spring,2013,Freshman,C. UG,Fall,1,Asian,18,3.74,,BIOS,,14,14,2.3,3.286,2.875
313452,Fall,2014,Sophomore,C. UG,Fall,1,Asian,19,3.74,,BIOS,,19,28,2.875,2.526,2.721
313452,Spring,2014,Sophomore,C. UG,Fall,1,Asian,19,3.74,,CHEM,,18,43,2.721,2.167,2.557
313452,Fall,2015,Junior,C. UG,Fall,1,Asian,20,3.74,,CHEM,,15.5,61,2.557,0,2.557
313453,Fall,2013,Freshman,Fresh,Fall,0,White,17,4,,MECH,CMBE,12,0,0,0,0
313453,Spring,2013,Freshman,C. UG,Fall,0,White,18,4,,MECH,CMBE,18,0,0,0,0
313453,Fall,2014,Freshman,C. UG,Fall,0,White,18,4,,MECH,CMBE,13,0,0,0.4,0.19
313487,Fall,2013,Freshman,Fresh,Fall,0,White,17,3.86,,COEIT,STEM Plan,,14,0,0,0.429
313487,Spring,2013,Freshman,C. UG,Fall,0,White,18,3.86,,CSEE,,15,3,1,1.667,1.476
313487,Fall,2014,Freshman,C. UG,Fall,0,White,18,3.86,,CSEE,,13,18,1.476,3,1.857
313487,Spring,2014,Freshman,C. UG,Fall,0,White,19,3.86,,CSEE,,4,28,1.857,0,1.857
313488,Fall,2013,Sophomore,Transfer,Fall,0,White,19,,3.34,CSEE,,15,0,0,1.286,1.286
313488,Spring,2013,Sophomore,C. UG,Fall,0,White,20,,3.34,CSEE,,14,3,1.286,0.636,0.889
313488,Fall,2014,Sophomore,C. UG,Fall,0,White,20,,3.34,IS,,7,10,0.889,2,1.091
313488,Spring,2014,Sophomore,C. UG,Fall,0,White,21,,3.34,IS,,3,17,1.091,2,1.2
313490,Fall,2013,Sophomore,Transfer,Fall,0,Blk/AA,21,,2.87,GES,,13,0,0,0.857,0.857
313490,Spring,2013,Sophomore,C. UG,Fall,0,Blk/AA,21,,2.87,GES,,12,6,0.857,2,1.579
313490,Fall,2014,Sophomore,C. UG,Fall,0,Blk/AA,22,,2.87,GES,,13,18,1.579,2.4,1.862
313490,Spring,2014,Junior,C. UG,Fall,0,Blk/AA,22,,2.87,GES,,15.5,28,1.862,2.214,1.977
313490,Fall,2015,Junior,C. UG,Fall,0,Blk/AA,23,,2.87,GES,,15,43.5,1.977,0,1.977
313495,Fall,2013,Freshman,Fresh,Fall,0,Blk/AA,17,3.08,,CSEE,,15,4,2,1,1.333
313495,Spring,2013,Freshman,C. UG,Fall,0,Blk/AA,18,3.08,,CSEE,,14,8,1.333,0,1.333
313495,Fall,2014,Freshman,C. UG,Fall,0,Blk/AA,18,3.08,,CSEE,,14,8,1.333,0.727,1.043
313495,Spring,2014,Freshman,C. UG,Fall,0,Blk/AA,19,3.08,,CSEE,,13,12,1.043,0,0.727
313496,Fall,2014,Freshman,C. UG,Fall,0,White,18,3.18,,CSEE,,13,20,2,2.231,2.1
313496,Spring,2014,Sophomore,C. UG,Fall,0,White,19,3.18,,CSEE,,12,36,2.182,0,2.182
313496,Fall,2015,Sophomore,C. UG,Fall,0,White,19,3.18,,IS,,12,39,2.25,0,2.25
313497,Fall,2013,Freshman,Fresh,Fall,0,Int'l,19,3.19,,Physics,,15.5,0,0,3.5,3.5
313497,Spring,2013,Freshman,C. UG,Fall,0,Int'l,19,3.19,,Physics,,15,15.5,3.5,3.8,3.655
313497,Fall,2014,Sophomore,C. UG,Fall,0,Int'l,20,3.19,,Physics,,16.5,30.5,3.655,3.8,3.705
313502,Spring,2013,Freshman,Transfer,Spring,0,White,19,2.5,3.61,CHEM,,12,0,0,3.75,3.75
315278,Fall,2013,Sophomore,Transfer,Fall,0,Int'l,21,,2.65,CHEM,,13,0,0,3.692,3.692
315278,Spring,2013,Junior,C. UG,Fall,0,Blk/AA,21,,2.65,CHEM,,15,13,3.692,3.2,3.429
315278,Fall,2014,Junior,C. UG,Fall,0,Blk/AA,22,,2.65,CHEM,,12,28,3.429,2,3
315278,Spring,2014,Senior,C. UG,Fall,0,Blk/AA,22,,2.65,CHEM,,16,44.5,3,1.769,2.714
315278,Fall,2015,Senior,C. UG,Fall,0,Blk/AA,23,,2.65,CHEM,,15.5,57.5,2.714,0,2.714
313511,Fall,2013,Freshman,Fresh,Fall,1,White,19,4.2,,MECH,,13,0,0,3.231,3.231
313511,Spring,2013,Freshman,C. UG,Fall,1,White,19,4.2,,MECH,,11,13,3.231,0.364,1.917
313514,Fall,2013,Freshman,Fresh,Fall,0,Asian,18,2.93,,COEIT,STEM Plan,,14,0,0,0
313514,Spring,2013,Freshman,C. UG,Fall,0,Asian,18,2.93,,COEIT,STEM Plan,,13,0,0,0
313514,Fall,2014,Freshman,C. UG,Fall,0,Asian,19,2.93,,COEIT,STEM Plan,,12,0,0,0
314255,Fall,2013,Freshman,Fresh,Fall,0,Int'l,19,4.09,,CHEM,,18,0,0,0.333,0.333
314255,Spring,2013,Freshman,C. UG,Fall,0,Int'l,19,4.09,,BIOS,,17,10,0.333,1.818,1.043
333289,Fall,2014,Freshman,Transfer,Fall,1,Blk/AA,19,,2.94,BIOS,,13,0,0,3.462,3.462
333289,Spring,2014,Sophomore,C. UG,Fall,1,Blk/AA,19,,2.94,IS,,16,13,3.462,2.438,2.897
333289,Fall,2015,Sophomore,C. UG,Fall,1,Blk/AA,20,,2.94,IS,,16,29,2.897,0,2.897
313689,Fall,2014,Sophomore,C. UG,Fall,0,White,19,4.09,,CHEM,,15,33,4,3.867,3.958
313689,Spring,2014,Junior,C. UG,Fall,0,White,20,4.09,,CHEM,,19,48,3.958,4,3.97
313689,Fall,2015,Senior,C. UG,Fall,0,White,20,4.09,,CHEM,,18.5,67,3.97,0,3.97
313694,Fall,2013,Freshman,Fresh,Fall,1,Hp./Lat.,17,4,,CHEM,,14,7,4,3.786,3.857
313694,Spring,2013,Freshman,C. UG,Fall,1,Hp./Lat.,18,4,,CHEM,,18,21,3.857,3.556,3.718
313694,Fall,2014,Sophomore,C. UG,Fall,1,Hp./Lat.,18,4,,CHEM,,18,39,3.718,3.882,3.768
313694,Spring,2014,Sophomore,C. UG,Fall,1,Hp./Lat.,19,4,,CHEM,,16,57,3.768,3.5,3.708
313703,Spring,2013,Freshman,C. UG,Fall,0,White,18,3.23,,MECH,,14,17,3.824,3.455,3.679
313703,Fall,2014,Sophomore,C. UG,Fall,0,White,19,3.23,,MECH,,13,31,3.679,2.385,3.268
313703,Spring,2014,Sophomore,C. UG,Fall,0,White,19,3.23,,MECH,,12,44,3.268,2.25,3.038
313703,Fall,2015,Sophomore,C. UG,Fall,0,White,20,3.23,,MECH,,12,54,3.038,0,3.038
313707,Fall,2013,Freshman,Fresh,Fall,0,White,17,2.6,,CMBE,,14,3,4,2,3
313707,Spring,2013,Freshman,C. UG,Fall,0,White,18,2.6,,CMBE,,12,13,3,2.667,2.778
313707,Fall,2014,Freshman,C. UG,Fall,0,White,18,2.6,,CMBE,,12,29,2.692,2.417,2.605
313707,Spring,2014,Sophomore,C. UG,Fall,0,White,19,2.6,,CMBE,,13,38,2.605,2.9,2.667
313707,Fall,2015,Sophomore,C. UG,Fall,0,White,19,2.6,,CMBE,,14,51,2.686,0,2.686
313715,Fall,2013,Freshman,Fresh,Fall,1,White,17,3.73,,BIOS,,13,0,0,3.769,3.769
313715,Spring,2013,Freshman,C. UG,Fall,1,White,18,3.73,,BIOS,,16,13,3.769,3.5,3.621
313715,Fall,2014,Sophomore,C. UG,Fall,1,White,18,3.73,,BIOS,,15,33,3.67,2.333,3.311
313715,Spring,2014,Sophomore,C. UG,Fall,1,White,19,3.73,,BIOS,,14,46.5,3.311,2.2,3.109
313715,Fall,2015,Junior,C. UG,Fall,1,White,19,3.73,,BIOS,,11,60.5,3.169,0,3.169
313731,Fall,2013,Freshman,Fresh,Fall,1,Asian,18,3.9,,BIOS,,16,0,0,3.813,3.813
313731,Spring,2013,Freshman,C. UG,Fall,1,Asian,19,3.9,,BIOS,,14,16,3.813,4,3.885
313731,Fall,2014,Sophomore,C. UG,Fall,1,Asian,19,3.9,,BIOS,,15,30,3.885,3.2,3.634
313734,Fall,2013,Freshman,Fresh,Fall,0,N/A,18,3.38,,MECH,,18.5,0,0,1.143,1.143
313734,Spring,2013,Freshman,C. UG,Fall,0,N/A,18,3.38,,MECH,,17,9.5,1.143,0.889,1
313734,Fall,2014,Freshman,C. UG,Fall,0,N/A,19,3.38,,MECH,,14,9.5,1,2.364,1.556
313735,Fall,2015,Sophomore,Transfer,Fall,0,N/A,20,,3.39,BIOS,,14,0,0,0,0
313757,Fall,2013,Freshman,Fresh,Fall,0,White,18,2.79,,IS,CSEE,15,0,0,2.5,2.5
313757,Spring,2013,Freshman,C. UG,Fall,0,White,18,2.79,,IS,CSEE,15,8,2.5,2,2.2
313757,Fall,2014,Sophomore,C. UG,Fall,0,White,19,2.79,,IS,CSEE,16,26,2.615,2.231,2.487
313757,Spring,2014,Sophomore,C. UG,Fall,0,White,19,2.79,,IS,CSEE,15,42,2.487,3,2.63
313757,Fall,2015,Junior,C. UG,Fall,0,White,20,2.79,,IS,CSEE,15,57,2.649,0,2.649
313767,Fall,2014,Freshman,Transfer,Fall,0,Asian,18,4.33,2.63,BIOS,IS,12,0,0,0,0
313767,Spring,2014,Freshman,C. UG,Fall,0,Asian,19,4.33,2.63,BIOS,IS,8,0,0,1,1
313770,Fall,2013,Freshman,Fresh,Fall,0,Asian,18,3.46,,BIOS,,14,0,0,4,4
313770,Spring,2013,Freshman,C. UG,Fall,0,Asian,18,3.46,,BIOS,,13,14,4,3.846,3.926
313770,Fall,2014,Sophomore,C. UG,Fall,0,Asian,19,3.46,,BIOS,,16,27,3.926,4,3.953
313770,Spring,2014,Sophomore,C. UG,Fall,0,Asian,19,3.46,,BIOS,,14,43,3.953,4,3.965
313770,Fall,2015,Junior,C. UG,Fall,0,Asian,20,3.46,,BIOS,,19,57,3.965,0,3.965
313777,Fall,2014,Freshman,Transfer,Fall,1,Asian,19,3.63,2.81,BIOS,,14,0,0,2.286,2.286
313777,Spring,2014,Sophomore,C. UG,Fall,1,Asian,20,3.63,2.81,MECH,,14,14,2.286,1.7,2.042
316555,Fall,2013,Sophomore,Transfer,Fall,1,Blk/AA,32,,3.84,CSEE,COEIT,STEM Plan,18,0,0,2.5
316555,Spring,2013,Junior,C. UG,Fall,1,Blk/AA,32,,3.84,CSEE,,7,14,3.214,2,3
316555,Fall,2014,Junior,C. UG,Fall,1,Blk/AA,33,,3.84,CSEE,,18,18,3,2.143,2.613
316555,Spring,2014,Junior,C. UG,Fall,1,Blk/AA,33,,3.84,CSEE,,15,24,2.613,1.067,2.109
316555,Fall,2015,Junior,C. UG,Fall,1,Blk/AA,34,,3.84,MATH,CSEE,17,31,2.109,0,2.109
314002,Fall,2013,Freshman,Fresh,Fall,0,Blk/AA,17,,,COEIT,STEM Plan,,12,0,0,3
314002,Spring,2013,Freshman,C. UG,Fall,0,Int'l,17,,,COEIT,STEM Plan,,15,12,3,0.667
314002,Fall,2014,Freshman,C. UG,Fall,0,Int'l,18,,,CMBE,,16,23,2.741,1.231,2.25
314002,Spring,2014,Sophomore,C. UG,Fall,0,Int'l,18,,,CMBE,,12,30,2.25,2.75,2.365
314015,Fall,2013,Freshman,Fresh,Fall,1,Int'l,18,3.38,,MATH,BIOS,15,0,0,2.273,2.273
314022,Fall,2013,Freshman,Fresh,Fall,1,White,18,3.78,,CHEM,,15,0,0,3.8,3.8
314022,Spring,2013,Freshman,C. UG,Fall,1,White,19,3.78,,CHEM,,17,15,3.8,3,3.375
314022,Fall,2014,Sophomore,C. UG,Fall,1,White,19,3.78,,CHEM,,16,32,3.375,3,3.25
314022,Spring,2014,Sophomore,C. UG,Fall,1,White,20,3.78,,CHEM,,16,48,3.25,3,3.188
314022,Fall,2015,Junior,C. UG,Fall,1,White,20,3.78,,CHEM,,14,64,3.188,0,3.188
314024,Spring,2014,Sophomore,Transfer,Spring,1,Asian,19,3.6,3.25,BIOS,,12,0,0,2.667,2.667
314024,Fall,2015,Sophomore,C. UG,Spring,1,Asian,20,3.6,3.25,BIOS,,16,12,2.667,0,2.667
314057,Fall,2013,Freshman,Fresh,Fall,1,Asian,17,3.79,,BIOS,,13,0,0,3,3
314057,Spring,2013,Freshman,C. UG,Fall,1,Asian,18,3.79,,BIOS,,17,13,3,2.923,2.955
314057,Fall,2014,Freshman,C. UG,Fall,1,Asian,18,3.79,,BIOS,,16,26,2.962,2.75,2.881
314057,Spring,2014,Sophomore,C. UG,Fall,1,Asian,19,3.79,,BIOS,,14,42,2.881,1.857,2.625
314057,Fall,2015,Sophomore,C. UG,Fall,1,Asian,19,3.79,,BIOS,,13,52,2.625,0,2.625
314099,Fall,2013,Sophomore,Fresh,Fall,0,White,17,4.07,,Physics,,14,0,0,4,4
314099,Spring,2013,Sophomore,C. UG,Fall,0,White,18,4.07,,Physics,CSEE,19,14,4,3.737,3.848
314099,Fall,2014,Junior,C. UG,Fall,0,White,18,4.07,,Physics,CSEE,18.5,33,3.848,3.786,3.83
314099,Spring,2014,Senior,C. UG,Fall,0,White,19,4.07,,CSEE,,16,48.5,3.83,4,3.873
314099,Fall,2015,Senior,C. UG,Fall,0,White,19,4.07,,CSEE,,18,64.5,3.873,0,3.873
314113,Spring,2013,Freshman,C. UG,Fall,0,Asian,18,3.23,,IS,,16,15,3.267,3.625,3.452
314113,Fall,2014,Sophomore,C. UG,Fall,0,Asian,18,3.23,,IS,,12,38,3.286,3.25,3.277
314113,Spring,2014,Sophomore,C. UG,Fall,0,Asian,19,3.23,,IS,,12,50,3.277,2.667,3.179
314113,Fall,2015,Junior,C. UG,Fall,0,Asian,19,3.23,,IS,,15,62,3.22,0,3.22
314129,Spring,2013,Freshman,Transfer,Spring,1,Asian,18,3.79,2.6,BIOS,,12,0,0,1.667,1.667
314129,Fall,2014,Freshman,C. UG,Spring,1,Asian,19,3.79,2.6,BIOS,,15,12,1.667,3,2.25
314151,Fall,2013,Freshman,Fresh,Fall,0,White,17,2.93,,CSEE,,14,0,0,1.929,1.929
314161,Fall,2013,Junior,Transfer,Fall,0,White,27,,3.93,CMBE,,13,0,0,4,4
314161,Spring,2013,Junior,C. UG,Fall,0,White,27,,3.93,CMBE,,13,13,4,3.231,3.615
314161,Fall,2014,Junior,C. UG,Fall,0,White,28,,3.93,CMBE,,13,29,3.552,4,3.69
314161,Fall,2015,Senior,C. UG,Fall,0,White,29,,3.93,CMBE,,17,55.5,3.69,0,3.69
314197,Fall,2013,Freshman,Fresh,Fall,0,Hp./Lat.,18,2.63,,COEIT,STEM Plan,STEM Plan,14,0,0,2
314197,Spring,2013,Freshman,C. UG,Fall,0,Hp./Lat.,18,2.63,,COEIT,STEM Plan,STEM Plan,14,14,2,1.143
314200,Fall,2013,Junior,Transfer,Fall,0,Asian,23,,2.39,CMBE,,13,0,0,2,2
314200,Spring,2013,Junior,C. UG,Fall,0,Asian,24,,2.39,CMBE,,15,14,2.571,2.273,2.389
314200,Fall,2014,Senior,C. UG,Fall,0,Asian,24,,2.39,CMBE,,14,25,2.318,2.636,2.424
314200,Spring,2014,Senior,C. UG,Fall,0,Asian,25,,2.39,CHEM,,12,33,2.424,0.75,1.978
314200,Fall,2015,Senior,C. UG,Fall,0,Asian,25,,2.39,CHEM,,13,40,1.98,0,1.98
314205,Fall,2013,Sophomore,Transfer,Fall,0,White,26,,2.71,CSEE,COEIT,STEM Plan,14,0,0,2.714
314205,Spring,2013,Junior,C. UG,Fall,0,White,26,,2.71,CSEE,COEIT,STEM Plan,13,14,2.714,2.308
314205,Fall,2014,Junior,C. UG,Fall,0,White,27,,2.71,CSEE,COEIT,STEM Plan,12.5,24,2.833,1.182
314205,Spring,2014,Senior,C. UG,Fall,0,White,27,,2.71,CSEE,COEIT,STEM Plan,12.5,32.5,2.852,2.636
314205,Fall,2015,Senior,C. UG,Fall,0,White,28,,2.71,CSEE,COEIT,STEM Plan,14,41,2.789,
314211,Fall,2013,Junior,Transfer,Fall,1,White,23,,3.46,CHEM,BIOS,18,0,0,3.556,3.556
314211,Spring,2013,Junior,C. UG,Fall,1,White,23,,3.46,CHEM,BIOS,8,18,3.556,4,3.636
314260,Fall,2013,Junior,Transfer,Fall,1,Asian,44,,4,CHEM,,8,0,0,3.375,3.375
314267,Fall,2015,Junior,Transfer,Fall,1,Asian,19,,3.58,BIOS,,13,0,0,0,0
314270,Fall,2013,Freshman,Fresh,Fall,1,Blk/AA,17,3.34,,BIOS,,16.5,0,0,1.4,1.4
314282,Fall,2013,Sophomore,Transfer,Fall,0,Blk/AA,20,,3.02,BIOS,,15,0,0,2.667,2.667
314282,Spring,2013,Junior,C. UG,Fall,0,Blk/AA,20,,3.02,BIOS,,16,15,2.667,3.385,3
314282,Fall,2014,Junior,C. UG,Fall,0,Blk/AA,21,,3.02,BIOS,,16,34,2.882,2,2.652
314282,Spring,2014,Senior,C. UG,Fall,0,Blk/AA,21,,3.02,BIOS,,15,50,2.652,2.467,2.607
314282,Fall,2015,Senior,C. UG,Fall,0,Blk/AA,22,,3.02,BIOS,,14,70.5,2.594,0,2.594
314709,Spring,2013,Freshman,C. UG,Fall,0,N/A,18,2.52,,CSEE,,13,14,1.722,3.077,2.29
314709,Fall,2014,Sophomore,C. UG,Fall,0,N/A,19,2.52,,CSEE,,15,27,2.29,1.286,2.105
314709,Spring,2014,Sophomore,C. UG,Fall,0,N/A,19,2.52,,CSEE,,13,30,2.105,1.385,1.922
314709,Fall,2015,Sophomore,C. UG,Fall,0,N/A,20,2.52,,CSEE,,16,36,1.782,0,1.782
316203,Spring,2013,Freshman,Transfer,Spring,0,Asian,19,3.54,3.37,CSEE,,14,0,0,2.364,2.364
316203,Fall,2014,Freshman,C. UG,Spring,0,Asian,19,3.54,3.37,CSEE,,14,11,2.364,3.5,3
316203,Spring,2014,Sophomore,C. UG,Spring,0,Asian,20,3.54,3.37,CSEE,,8,25,3,3,3
316203,Fall,2015,Sophomore,C. UG,Spring,0,Asian,20,3.54,3.37,CSEE,,16,33,3,0,3
314329,Fall,2013,Freshman,Fresh,Fall,0,N/A,19,3.08,,BIOS,,12,0,0,0,0
314337,Fall,2013,Freshman,Fresh,Fall,0,Hp./Lat.,18,3.51,,CHEM,,15,0,0,3.267,3.267
314337,Spring,2013,Freshman,C. UG,Fall,0,Hp./Lat.,18,3.51,,CHEM,,16,15,3.267,3.583,3.407
314337,Fall,2014,Sophomore,C. UG,Fall,0,Hp./Lat.,19,3.51,,CHEM,,12.5,31,3.484,3.5,3.486
314337,Spring,2014,Sophomore,C. UG,Fall,0,Hp./Lat.,19,3.51,,CHEM,,14,43.5,3.486,2.929,3.333
314337,Fall,2015,Junior,C. UG,Fall,0,Hp./Lat.,20,3.51,,CHEM,,16,54.5,3.321,0,3.321
314355,Fall,2013,Sophomore,Transfer,Fall,1,N/A,31,,4,MATH,,13,0,0,1,1
314357,Fall,2013,Junior,Transfer,Fall,1,Hp./Lat.,30,,3.48,MATH,,14,0,0,2.714,2.714
314357,Spring,2013,Junior,C. UG,Fall,1,White,31,,3.48,MATH,,12,14,2.714,2,2.556
314357,Fall,2014,Junior,C. UG,Fall,1,White,31,,3.48,MATH,,13,18,2.556,3.4,2.739
314357,Spring,2014,Junior,C. UG,Fall,1,White,32,,3.48,MATH,,6,23,2.739,1.333,2.448
314358,Fall,2014,Sophomore,C. UG,Fall,1,White,20,3.66,3.28,CHEM,,12,22,3.227,0,2.088
314358,Spring,2014,Sophomore,C. UG,Fall,1,White,20,3.66,3.28,CHEM,,12,22,2.088,0.5,1.674
314361,Fall,2013,Sophomore,Transfer,Fall,1,Asian,22,,4,BIOS,,15,0,0,4,4
314361,Spring,2013,Junior,C. UG,Fall,1,Asian,22,,4,BIOS,,16,15,4,4,4
314361,Fall,2014,Senior,C. UG,Fall,1,Asian,23,,4,BIOS,,17,38,4,4,4
314361,Spring,2014,Senior,C. UG,Fall,1,Asian,23,,4,BIOS,,14,59.5,4,4,4
315962,Fall,2015,Junior,Transfer,Fall,0,White,22,,3.43,MATH,,13,0,0,0,0
314394,Fall,2013,Sophomore,Transfer,Fall,1,White,20,,3.45,BIOS,,15,0,0,3.267,3.267
314394,Spring,2013,Junior,C. UG,Fall,1,White,20,,3.45,BIOS,,17,15,3.267,2.765,3
314394,Fall,2014,Junior,C. UG,Fall,1,White,21,,3.45,BIOS,,14,32,3,3,3
314394,Spring,2014,Senior,C. UG,Fall,1,White,21,,3.45,BIOS,,13,46,3,3.231,3.051
314394,Fall,2015,Senior,C. UG,Fall,1,White,22,,3.45,BIOS,,13.5,62,3.097,0,3.097
314397,Fall,2013,Freshman,Fresh,Fall,1,Int'l,18,3.27,,BIOS,,13,0,0,0,0
314397,Spring,2013,Freshman,C. UG,Fall,1,Int'l,18,3.27,,BIOS,,14,9,0,1,1
314397,Fall,2014,Freshman,C. UG,Fall,1,Int'l,19,3.27,,BIOS,,17,13,1,3.429,2.545
314397,Spring,2014,Freshman,C. UG,Fall,1,Int'l,19,3.27,,BIOS,,15,30.5,2.429,1.091,1.84
314407,Fall,2013,Senior,Transfer,Fall,0,White,33,,2.66,CHEM,,13,0,0,3.077,3.077
314407,Spring,2013,Senior,C. UG,Fall,0,White,34,,2.66,CHEM,,9,13,3.077,3.222,3.136
314407,Fall,2014,Senior,C. UG,Fall,0,White,34,,2.66,CHEM,,10,22,3.136,3.6,3.281
314407,Spring,2014,Senior,C. UG,Fall,0,White,35,,2.66,CHEM,,8,32,3.281,4,3.425
314407,Fall,2015,Senior,C. UG,Fall,0,White,35,,2.66,CHEM,,8,40,3.425,0,3.425
314408,Fall,2013,Junior,Transfer,Fall,0,White,21,,2.7,IS,,14,0,0,2,2
314408,Spring,2013,Junior,C. UG,Fall,0,White,21,,2.7,IS,,13,14,2,2.538,2.35
314408,Fall,2014,Junior,C. UG,Fall,0,White,22,,2.7,IS,,14,27,2.35,2.429,2.382
314408,Spring,2014,Senior,C. UG,Fall,0,White,22,,2.7,IS,,12,38,2.447,1.333,2.234
314408,Fall,2015,Senior,C. UG,Fall,0,White,23,,2.7,IS,,18,44,2.234,0,2.234
314421,Fall,2013,Freshman,Fresh,Fall,1,Int'l,15,3.52,,BIOS,CHEM,12,0,0,3.333,3.333
314421,Spring,2013,Freshman,C. UG,Fall,1,Int'l,15,3.52,,BIOS,CHEM,14,12,3.333,2.571,2.923
314421,Fall,2014,Freshman,C. UG,Fall,1,Int'l,16,3.52,,BIOS,CHEM,14,26,2.828,3,2.872
314421,Spring,2014,Sophomore,C. UG,Fall,1,Int'l,16,3.52,,BIOS,CHEM,16,43,2.81,3,2.862
314421,Fall,2015,Junior,C. UG,Fall,1,Int'l,17,3.52,,BIOS,CHEM,16,58,2.862,0,2.862
314462,Fall,2014,Senior,C. UG,Fall,0,White,22,,3.66,BIOS,,14.5,32,3.62,4,3.738
314462,Spring,2014,Senior,C. UG,Fall,0,White,23,,3.66,BIOS,,15.5,46.5,3.738,3.571,3.696
314466,Fall,2013,Sophomore,Transfer,Fall,1,Hp./Lat.,49,,2.79,IS,,6,0,0,3,3
314472,Fall,2013,Sophomore,Transfer,Fall,0,N/A,18,,3.23,BIOS,,16,0,0,2.5,2.5
314472,Spring,2013,Junior,C. UG,Fall,0,N/A,18,,3.23,BIOS,,14,16,2.5,2.714,2.6
314472,Fall,2014,Junior,C. UG,Fall,0,N/A,19,,3.23,BIOS,,19,30,2.6,2.688,2.63
314472,Spring,2014,Senior,C. UG,Fall,0,N/A,19,,3.23,BIOS,,16,46,2.63,2.563,2.613
